2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1205-认知产能3丨跳出思维的盒子.mp3 -> E:\认知方法论\音频归类\bf1205-认知产能3丨跳出思维的盒子.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1206-认知产能4丨拥抱认知的痛感.mp3 -> E:\认知方法论\音频归类\bf1206-认知产能4丨拥抱认知的痛感.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1207-问答35丨认知加工是不是给信息分类.mp3 -> E:\认知方法论\音频归类\bf1207-问答35丨认知加工是不是给信息分类.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1208-认知产能丨本单元十大精彩留言.mp3 -> E:\认知方法论\音频归类\bf1208-认知产能丨本单元十大精彩留言.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1210-认知与范式1丨什么是认知中的第一性原理.mp3 -> E:\认知方法论\音频归类\bf1210-认知与范式1丨什么是认知中的第一性原理.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1212-认知与范式3丨什么叫以简驭繁？.mp3 -> E:\认知方法论\音频归类\bf1212-认知与范式3丨什么叫以简驭繁？.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1213-认知与范式4丨“大道至简”对普通人有什么意义.mp3 -> E:\认知方法论\音频归类\bf1213-认知与范式4丨“大道至简”对普通人有什么意义.mp3
2019/12/21 19:31:58: 复制: E:\认知方法论 - 副本\音频归类\bf1214-问答36丨有什么利于加工和输出的具体方法.mp3 -> E:\认知方法论\音频归类\bf1214-问答36丨有什么利于加工和输出的具体方法.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1215-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3 -> E:\认知方法论\音频归类\bf1215-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1217-以简驭繁1丨“简单粗暴、直接有效”有道理吗？.mp3 -> E:\认知方法论\音频归类\bf1217-以简驭繁1丨“简单粗暴、直接有效”有道理吗？.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1218-以简驭繁2丨远离热闹，回归门道.mp3 -> E:\认知方法论\音频归类\bf1218-以简驭繁2丨远离热闹，回归门道.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1219-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3 -> E:\认知方法论\音频归类\bf1219-以简驭繁3丨自然、经济、哲学现象背后的统一性.mp3
2019/12/21 19:31:59: 复制: E:\认知方法论 - 副本\音频归类\bf1220-以简驭繁4丨为什么说教是最好的学.mp3 -> E:\认知方法论\音频归类\bf1220-以简驭繁4丨为什么说教是最好的学.mp3
2019/12/21 19:32:00: 复制: E:\认知方法论 - 副本\音频归类\bf1221-问答37丨有没有自己的人生哲学，重要吗？.mp3 -> E:\认知方法论\音频归类\bf1221-问答37丨有没有自己的人生哲学，重要吗？.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1222-以简驭繁丨本单元十大精彩留言.mp3 -> E:\认知方法论\音频归类\bf1222-以简驭繁丨本单元十大精彩留言.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1224-认知与道德1丨善良和聪明，哪个更重要.mp3 -> E:\认知方法论\音频归类\bf1224-认知与道德1丨善良和聪明，哪个更重要.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1225-认知与道德2丨什么是正确的“赌性”？.mp3 -> E:\认知方法论\音频归类\bf1225-认知与道德2丨什么是正确的“赌性”？.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1226-认知与道德3丨善良到底是什么.mp3 -> E:\认知方法论\音频归类\bf1226-认知与道德3丨善良到底是什么.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1227-认知与道德4丨道德问题的背后是认知问题.mp3 -> E:\认知方法论\音频归类\bf1227-认知与道德4丨道德问题的背后是认知问题.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1228-问答38丨什么是“高品质勤奋”和“高品质懒惰”？.mp3 -> E:\认知方法论\音频归类\bf1228-问答38丨什么是“高品质勤奋”和“高品质懒惰”？.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1229-认知与道德丨本单元十大精彩留言.mp3 -> E:\认知方法论\音频归类\bf1229-认知与道德丨本单元十大精彩留言.mp3
2019/12/21 19:32:01: 复制: E:\认知方法论 - 副本\音频归类\bf1231-认知与自由1丨你自由吗？.mp3 -> E:\认知方法论\音频归类\bf1231-认知与自由1丨你自由吗？.mp3
2019/12/21 19:36:28: 程序关闭 (admin/DESKTOP-P7UJA4U)
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\299-总复习5丨什么是“认知的囚禁”.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\300-总复习6丨认知治理比工具和方法更重要.png
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\301-总复习7丨与其说提高认知，不如说治理认知.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\302-总复习8丨智慧是一种生长机制.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\303-问答51丨如何站在三岔路口不误入歧途？.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\304-总复习（二）丨本单元十大精彩留言.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\304-总复习（二）丨本单元十大精彩留言2.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\1080-消极数据与积极数据3丨认知中的内置进度条.jpg
2019/12/21 19:57:21: 删除: E:\认知方法论\图片归类\1437-认知的高配与低配1丨关注对象决定了认知构造.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0101认知与自由2丨自由就是被束缚.jpg -> E:\认知方法论\图片归类\bf0101认知与自由2丨自由就是被束缚.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0102-认知与自由3丨自由的三个步骤.jpg -> E:\认知方法论\图片归类\bf0102-认知与自由3丨自由的三个步骤.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0103-认知与自由4丨激情知道答案.jpg -> E:\认知方法论\图片归类\bf0103-认知与自由4丨激情知道答案.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0104-问答39丨方法和工具之间的区别是什么.jpg -> E:\认知方法论\图片归类\bf0104-问答39丨方法和工具之间的区别是什么.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0105-认知与自由丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0105-认知与自由丨本单元十大精彩留言.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0105-认知与自由丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0105-认知与自由丨本单元十大精彩留言2.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0107-认知与智慧1丨如何做到“不惑”？.jpg -> E:\认知方法论\图片归类\bf0107-认知与智慧1丨如何做到“不惑”？.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0107-认知与智慧1丨如何做到“不惑”？2.jpg -> E:\认知方法论\图片归类\bf0107-认知与智慧1丨如何做到“不惑”？2.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0108-认知与智慧2丨认知世界的三种工具.jpg -> E:\认知方法论\图片归类\bf0108-认知与智慧2丨认知世界的三种工具.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0108-认知与智慧2丨认知世界的三种工具2.jpg -> E:\认知方法论\图片归类\bf0108-认知与智慧2丨认知世界的三种工具2.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0109-认知与智慧3丨做“正确的事”还是做“正确的人”.jpg -> E:\认知方法论\图片归类\bf0109-认知与智慧3丨做“正确的事”还是做“正确的人”.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0110-认知与智慧4丨找到第三种选择.jpg -> E:\认知方法论\图片归类\bf0110-认知与智慧4丨找到第三种选择.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0111-问答40丨做到“无所求、无所待、无所靠”就够了吗.jpg -> E:\认知方法论\图片归类\bf0111-问答40丨做到“无所求、无所待、无所靠”就够了吗.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0113-认知与智慧丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0113-认知与智慧丨本单元十大精彩留言.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0113-认知与智慧丨本单元十大精彩留言 (2).jpg -> E:\认知方法论\图片归类\bf0113-认知与智慧丨本单元十大精彩留言 (2).jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0114-认知与契约1丨现实中的上帝视角.jpg -> E:\认知方法论\图片归类\bf0114-认知与契约1丨现实中的上帝视角.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0115-认知与契约2丨“意义”的本质是一种约定.jpg -> E:\认知方法论\图片归类\bf0115-认知与契约2丨“意义”的本质是一种约定.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0116-认知与契约3丨婚姻的本质是贸易法则.jpg -> E:\认知方法论\图片归类\bf0116-认知与契约3丨婚姻的本质是贸易法则.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0116-认知与契约3丨婚姻的本质是贸易法则2.jpg -> E:\认知方法论\图片归类\bf0116-认知与契约3丨婚姻的本质是贸易法则2.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0117-认知与契约4丨意义：认知的替代物.jpg -> E:\认知方法论\图片归类\bf0117-认知与契约4丨意义：认知的替代物.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0118问答41丨如何训练幽默感？.jpg -> E:\认知方法论\图片归类\bf0118问答41丨如何训练幽默感？.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0119-认知与契约丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0119-认知与契约丨本单元十大精彩留言.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0119-认知与契约丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0119-认知与契约丨本单元十大精彩留言2.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0121-意外与意义1丨有限游戏和无限游戏有什么区别.jpg -> E:\认知方法论\图片归类\bf0121-意外与意义1丨有限游戏和无限游戏有什么区别.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0122-意外与意义2丨你为什么会悔棋？.jpg -> E:\认知方法论\图片归类\bf0122-意外与意义2丨你为什么会悔棋？.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0123-意外与意义3丨世界在不断绽放新的可能性.jpg -> E:\认知方法论\图片归类\bf0123-意外与意义3丨世界在不断绽放新的可能性.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0124-意外与意义4丨在不可能中寻找可能性.jpg -> E:\认知方法论\图片归类\bf0124-意外与意义4丨在不可能中寻找可能性.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0125-问答42丨意义跟价值观有什么区别.jpg -> E:\认知方法论\图片归类\bf0125-问答42丨意义跟价值观有什么区别.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0126-意外与意义丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0126-意外与意义丨本单元十大精彩留言.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0126-意外与意义丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0126-意外与意义丨本单元十大精彩留言2.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0128-意义发条1丨意义从哪来？.jpg -> E:\认知方法论\图片归类\bf0128-意义发条1丨意义从哪来？.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0129-意义发条2丨人类如何从追求生存转变为追求意义.jpg -> E:\认知方法论\图片归类\bf0129-意义发条2丨人类如何从追求生存转变为追求意义.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0130-意义发条3丨我们对意义的朝圣之路.jpg -> E:\认知方法论\图片归类\bf0130-意义发条3丨我们对意义的朝圣之路.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0131-意义发条4丨意义是一个大网络，我们都是终端.jpg -> E:\认知方法论\图片归类\bf0131-意义发条4丨意义是一个大网络，我们都是终端.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0201-问答43丨培训和教育有什么区别.jpg -> E:\认知方法论\图片归类\bf0201-问答43丨培训和教育有什么区别.jpg
2019/12/21 19:57:23: 复制: E:\认知方法论 - 副本\图片归类\bf0202-意义发条丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0202-意义发条丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0202-意义发条丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0202-意义发条丨本单元十大精彩留言2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0204-主体间性1丨我们比自己认为的更富有.jpg -> E:\认知方法论\图片归类\bf0204-主体间性1丨我们比自己认为的更富有.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0205-主体间性2丨人的价值和意义是什么.jpg -> E:\认知方法论\图片归类\bf0205-主体间性2丨人的价值和意义是什么.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0206-主体间性3丨为什么会存在“意义产业”.jpg -> E:\认知方法论\图片归类\bf0206-主体间性3丨为什么会存在“意义产业”.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0207-主体间性4丨群体的智能是如何出现的.jpg -> E:\认知方法论\图片归类\bf0207-主体间性4丨群体的智能是如何出现的.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0208问答44丨习惯更重要，还是目标更重要.jpg -> E:\认知方法论\图片归类\bf0208问答44丨习惯更重要，还是目标更重要.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0209特别放送丨一份清单：那些能提升认知的书和电影.jpg -> E:\认知方法论\图片归类\bf0209特别放送丨一份清单：那些能提升认知的书和电影.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0211-契约社会1丨欢迎来到客观与虚拟之外的第三世界.jpg -> E:\认知方法论\图片归类\bf0211-契约社会1丨欢迎来到客观与虚拟之外的第三世界.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0212-契约社会2丨第三世界的重要定律：信则有，不信则无.jpg -> E:\认知方法论\图片归类\bf0212-契约社会2丨第三世界的重要定律：信则有，不信则无.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0212-契约社会2丨第三世界的重要定律：信则有，不信则无2.jpg -> E:\认知方法论\图片归类\bf0212-契约社会2丨第三世界的重要定律：信则有，不信则无2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0213-契约社会3丨谁是真实世界中的天使.jpg -> E:\认知方法论\图片归类\bf0213-契约社会3丨谁是真实世界中的天使.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0214-契约社会4丨你本身就是一种货币.jpg -> E:\认知方法论\图片归类\bf0214-契约社会4丨你本身就是一种货币.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0215-问答45丨执念是一种意义吗.jpg -> E:\认知方法论\图片归类\bf0215-问答45丨执念是一种意义吗.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0216-契约社会丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0216-契约社会丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0216-契约社会丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0216-契约社会丨本单元十大精彩留言2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0218-契约竞争力1丨生活就是“契约化生存”.jpg -> E:\认知方法论\图片归类\bf0218-契约竞争力1丨生活就是“契约化生存”.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0219-契约竞争力2丨你的竞争力处在频谱的哪一段.jpg -> E:\认知方法论\图片归类\bf0219-契约竞争力2丨你的竞争力处在频谱的哪一段.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0220-契约竞争力3丨契约化能力的三原色.jpg -> E:\认知方法论\图片归类\bf0220-契约竞争力3丨契约化能力的三原色.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0221-契约竞争力4丨人是所有契约关系的总和.jpg -> E:\认知方法论\图片归类\bf0221-契约竞争力4丨人是所有契约关系的总和.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0221-契约竞争力4丨人是所有契约关系的总和2.jpg -> E:\认知方法论\图片归类\bf0221-契约竞争力4丨人是所有契约关系的总和2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0222-问答46丨“安慰剂效应”是怎么回事.jpg -> E:\认知方法论\图片归类\bf0222-问答46丨“安慰剂效应”是怎么回事.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0223-契约竞争力丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0223-契约竞争力丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0223-契约竞争力丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0223-契约竞争力丨本单元十大精彩留言2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0225-认知复杂性1丨我们面对的世界有多复杂.jpg -> E:\认知方法论\图片归类\bf0225-认知复杂性1丨我们面对的世界有多复杂.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0226-认知复杂性2丨什么是复杂性灾难.jpg -> E:\认知方法论\图片归类\bf0226-认知复杂性2丨什么是复杂性灾难.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0227-认知复杂性3丨认知世界的同时，你也在塑造世界.jpg -> E:\认知方法论\图片归类\bf0227-认知复杂性3丨认知世界的同时，你也在塑造世界.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0228-认知复杂性4丨如何逃离认知的悖论.jpg -> E:\认知方法论\图片归类\bf0228-认知复杂性4丨如何逃离认知的悖论.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0228-认知复杂性4丨如何逃离认知的悖论2.jpg -> E:\认知方法论\图片归类\bf0228-认知复杂性4丨如何逃离认知的悖论2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0301-问答47丨契约关系会不会阻碍我活出真实的自我.jpg -> E:\认知方法论\图片归类\bf0301-问答47丨契约关系会不会阻碍我活出真实的自我.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0302认知复杂性丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0302认知复杂性丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0302认知复杂性丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0302认知复杂性丨本单元十大精彩留言2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0304谬误与认知1丨那些“种瓜得豆”的故事.jpg -> E:\认知方法论\图片归类\bf0304谬误与认知1丨那些“种瓜得豆”的故事.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0305谬误与认知2丨两种心灵地图.jpg -> E:\认知方法论\图片归类\bf0305谬误与认知2丨两种心灵地图.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0306-谬误与认知3丨谬误在认知中扮演什么角色.jpg -> E:\认知方法论\图片归类\bf0306-谬误与认知3丨谬误在认知中扮演什么角色.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0307-谬误与认知4丨谬误是认知的养料.jpg -> E:\认知方法论\图片归类\bf0307-谬误与认知4丨谬误是认知的养料.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0308-问答48丨迷信和笃信的区别是什么.jpg -> E:\认知方法论\图片归类\bf0308-问答48丨迷信和笃信的区别是什么.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0309-谬误与认知丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0309-谬误与认知丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0309-谬误与认知丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0309-谬误与认知丨本单元十大精彩留言2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0311-认知溢出性1丨性格决定命运，还是命运决定性格？.jpg -> E:\认知方法论\图片归类\bf0311-认知溢出性1丨性格决定命运，还是命运决定性格？.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0312认知溢出性2丨故事导致了人类文明，什么导致了故事？.jpg -> E:\认知方法论\图片归类\bf0312认知溢出性2丨故事导致了人类文明，什么导致了故事？.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0313-认知溢出性3丨溢出性的决定性作用.jpg -> E:\认知方法论\图片归类\bf0313-认知溢出性3丨溢出性的决定性作用.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0314-认知溢出性4丨考试押对了题，是好事吗.jpg -> E:\认知方法论\图片归类\bf0314-认知溢出性4丨考试押对了题，是好事吗.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0315-问答49丨发现自己走在错误的路上，该不该停下.jpg -> E:\认知方法论\图片归类\bf0315-问答49丨发现自己走在错误的路上，该不该停下.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0315-问答49丨发现自己走在错误的路上，该不该停下2.jpg -> E:\认知方法论\图片归类\bf0315-问答49丨发现自己走在错误的路上，该不该停下2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0316认知溢出性丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0316认知溢出性丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0316认知溢出性丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0316认知溢出性丨本单元十大精彩留言2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0318-总复习1丨踏上第一个台阶就好.jpg -> E:\认知方法论\图片归类\bf0318-总复习1丨踏上第一个台阶就好.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0319-总复习2丨创新的过程也是认知升级的过程.jpg -> E:\认知方法论\图片归类\bf0319-总复习2丨创新的过程也是认知升级的过程.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0320-总复习3丨想改变世界，先改变世界观.jpg -> E:\认知方法论\图片归类\bf0320-总复习3丨想改变世界，先改变世界观.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0321-总复习4丨认知是一座城堡，还是一座监狱.jpg -> E:\认知方法论\图片归类\bf0321-总复习4丨认知是一座城堡，还是一座监狱.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0322-问答50丨为什么尴尬人总遇尴尬事.jpg -> E:\认知方法论\图片归类\bf0322-问答50丨为什么尴尬人总遇尴尬事.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0322-问答50丨为什么尴尬人总遇尴尬事2.jpg -> E:\认知方法论\图片归类\bf0322-问答50丨为什么尴尬人总遇尴尬事2.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0323-总复习（一）丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0323-总复习（一）丨本单元十大精彩留言.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0324特别放送丨认知清单1——助你提升认知的十部影片.png -> E:\认知方法论\图片归类\bf0324特别放送丨认知清单1——助你提升认知的十部影片.png
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0325-总复习5丨什么是“认知的囚禁”.jpg -> E:\认知方法论\图片归类\bf0325-总复习5丨什么是“认知的囚禁”.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0326总复习6丨认知治理比工具和方法更重要.png -> E:\认知方法论\图片归类\bf0326总复习6丨认知治理比工具和方法更重要.png
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0327-总复习7丨与其说提高认知，不如说治理认知.jpg -> E:\认知方法论\图片归类\bf0327-总复习7丨与其说提高认知，不如说治理认知.jpg
2019/12/21 19:57:24: 复制: E:\认知方法论 - 副本\图片归类\bf0328-总复习8丨智慧是一种生长机制.jpg -> E:\认知方法论\图片归类\bf0328-总复习8丨智慧是一种生长机制.jpg
2019/12/21 19:57:25: 复制: E:\认知方法论 - 副本\图片归类\bf0329-问答51丨如何站在三岔路口不误入歧途？.jpg -> E:\认知方法论\图片归类\bf0329-问答51丨如何站在三岔路口不误入歧途？.jpg
2019/12/21 19:57:25: 复制: E:\认知方法论 - 副本\图片归类\bf0330-总复习（二）丨本单元十大精彩留言.jpg -> E:\认知方法论\图片归类\bf0330-总复习（二）丨本单元十大精彩留言.jpg
2019/12/21 19:57:25: 复制: E:\认知方法论 - 副本\图片归类\bf0330-总复习（二）丨本单元十大精彩留言2.jpg -> E:\认知方法论\图片归类\bf0330-总复习（二）丨本单元十大精彩留言2.jpg
2019/12/21 19:57:25: 复制: E:\认知方法论 - 副本\图片归类\bf0410发刊词丨一年时间，重建你的认知大厦2更多课程微信know811.jpg -> E:\认知方法论\图片归类\bf0410发刊词丨一年时间，重建你的认知大厦2更多课程微信know811.jpg
2019/12/21 19:57:25: 复制: E:\认知方法论 - 副本\图片归类\bf0410发刊词丨一年时间，重建你的认知大厦更多课程微信know811.jpg -> E:\认知方法论\图片归类\bf0410发刊词丨一年时间，重建你的认知大厦更多课程微信know811.jpg
